movieInfo,title,star,quote
"
                            导演: 安东尼·明格拉 Anthony Minghella   主演: 拉尔夫·费因斯 Ralph Fien...;
                            1996 / 美国 英国 / 爱情 剧情 战争
                        ;
                                ;
                            ","英国病人, / The English Patient",8.4,"In memory, love lives forever..."
"
                            导演: Steven Spielberg   主演: Henry Thomas / Dee Wallace / Robert MacNa...;
                            1982 / 美国 / 剧情 科幻
                        ;
                                ;
                            ","E.T. 外星人, / E.T.: The Extra-Terrestrial",8.5,生病的E.T.皮肤的颜色就像柿子饼。
"
                            导演: Stanley Kubrick   主演: Malcolm McDowell / Patrick Magee / Michael...;
                            1971 / 英国 美国 / 犯罪 剧情 科幻
                        ;
                                ;
                            ","发条橙, / A Clockwork Orange",8.4,我完全康复了。
"
                            导演: Charles Chaplin   主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...;
                            1931 / 美国 / 喜剧 剧情 爱情
                        ;
                                ;
                            ","城市之光, / City Lights",9.2,永远的小人物，伟大的卓别林。
"
                            导演: 萨姆·门德斯 Sam Mendes   主演: 凯文·史派西 Kevin Spacey / 安妮特...;
                            1999 / 美国 / 剧情 爱情 家庭
                        ;
                                ;
                            ","美国丽人, / American Beauty",8.4,每个人的内心都是深不可测的大海。 
"
                            导演: Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M...;
                            2009 / 美国 德国 / 剧情 犯罪
                        ;
                                ;
                            ","无耻混蛋, / Inglourious Basterds",8.4,昆汀同学越来越变态了，比北野武还杜琪峰。
"
                            导演: 彼得·维纳 Peter Werner   主演: 詹姆斯·沃克 James Wolk / 特里特·...;
                            2008 / 美国 / 剧情 传记
                        ;
                                ;
                            ","叫我第一名, / Front of the Class",8.6,乐观比一切都有力量。
"
                            导演: 大卫·林奇 David Lynch   主演: 娜奥米·沃茨 Naomi Watts / 劳拉·哈...;
                            2001 / 法国 美国 / 剧情 悬疑 惊悚
                        ;
                                ;
                            ","穆赫兰道, / Mulholland Dr.",8.3,大卫·林奇的梦境迷宫。
"
                            导演: 布莱恩·辛格 Bryan Singer   主演: 史蒂芬·鲍德温 Stephen Baldwin /...;
                            1995 / 德国 美国 / 剧情 犯罪 悬疑 惊悚
                        ;
                                ;
                            ","非常嫌疑犯, / The Usual Suspects",8.6,我不信仰上帝，但我敬畏上帝。
"
                            导演: 莫腾·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C...;
                            2014 / 英国 美国 / 剧情 传记 战争 同性
                        ;
                                ;
                            ","模仿游戏, / The Imitation Game",8.5,他给机器起名“克里斯托弗”，因为这是他初恋的名字。
"
                            导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...;
                            2010 / 泰国 / 剧情 喜剧 爱情
                        ;
                                ;
                            ","初恋这件小事, / สิ่งเล็กเล็กที่เรียกว่า...รัก",8.3,黑小鸭速效美白记。
"
                            导演: 加文·欧康诺 Gavin O'Connor   主演: 汤姆·哈迪 Tom Hardy / 乔尔·...;
                            2011 / 美国 / 剧情 运动 家庭
                        ;
                                ;
                            ","勇士, / Warrior",8.9,热血沸腾，相当完美的娱乐拳击大餐。
"
                            导演: Jamie Uys   主演: Marius Weyers / Sandra Prinsloo / N!xau;
                            1980 / 博茨瓦纳 南非 / 喜剧
                        ;
                                ;
                            ","上帝也疯狂, / The Gods Must Be Crazy",8.6,纯净原始的笑与感动。
"
                            导演: 易智言 Chih-yen Yee   主演: 陈柏霖 Bo-lin Chen / 桂纶镁 Lunmei Kwa...;
                            2002 / 台湾 法国 / 剧情 爱情 同性
                        ;
                                ;
                            ","蓝色大门, / 藍色大門",8.3,青春的窃窃私语。 
"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...;
                            2013 / 美国 / 剧情 爱情
                        ;
                                ;
                            ","爱在午夜降临前, / Before Midnight",8.8,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。
"
                            导演: 伦尼·阿伯拉罕森 Lenny Abrahamson   主演: 布丽·拉尔森 Brie Larson...;
                            2015 / 爱尔兰 加拿大 / 剧情 家庭
                        ;
                                ;
                            ","房间, / Room",8.8,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。
"
                            导演: 瑞奇·莫尔 Rich Moore   主演: 约翰·C·赖利 John C. Reilly / 萨拉...;
                            2012 / 美国 / 喜剧 动画 奇幻 冒险
                        ;
                                ;
                            ","无敌破坏王, / Wreck-It Ralph",8.6,迪士尼和皮克斯拿错剧本的产物。
"
                            导演: 李廷香 Jeong-hyang Lee   主演: 金艺芬 Eul-boon Kim / 俞承豪 Seung-...;
                            2002 / 韩国 / 剧情 家庭
                        ;
                                ;
                            ","爱·回家, / 집으로...",9.0,献给所有外婆的电影。
"
                            导演: 爱德华·兹威克 Edward Zwick   主演: 莱昂纳多·迪卡普里奥 Leonardo ...;
                            2006 / 美国 德国 / 剧情 惊悚 冒险
                        ;
                                ;
                            ","血钻, / Blood Diamond",8.5,每个美丽事物背后都是滴血的现实。
"
                            导演: 汤姆·霍珀 Tom Hooper   主演: 柯林·菲尔斯 Colin Firth / 杰弗里·...;
                            2010 / 英国 澳大利亚 美国 / 剧情 传记 历史
                        ;
                                ;
                            ","国王的演讲, / The King's Speech",8.3,皇上无话儿。
"
                            导演: Alan Parker   主演: 凯文·史派西 Kevin Spacey / 凯特·温丝莱特 Kat...;
                            2003 / 美国 德国 英国 / 剧情 犯罪 悬疑
                        ;
                                ;
                            ","大卫·戈尔的一生, / The Life of David Gale",8.6,捍卫人权只是信仰，一点不妨碍其行为的残忍。
"
                            导演: 宁浩 Hao Ning   主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin;
                            2006 / 中国大陆 香港 / 喜剧 犯罪
                        ;
                                ;
                            ",疯狂的石头,8.2,中国版《两杆大烟枪》。
"
                            导演: 杜琪峰 Johnnie To   主演: 吴镇宇 Francis Ng / 任达华 Simon Yam / ...;
                            1999 / 香港 / 剧情 动作 犯罪
                        ;
                                ;
                            ","枪火, / 鎗火",8.6,一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。
"
                            导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &nb...;
                            2015 / 美国 / 喜剧 动画 冒险
                        ;
                                ;
                            ","头脑特工队, / Inside Out",8.7,愿我们都不用长大，每一座城堡都能永远存在。
"
                            导演: 袁建滔 Toe Yuen   主演: 李晋纬 / 林海峰 Jan Lamb / 吴君如 Sandra Ng;
                            2001 / 香港 / 剧情 喜剧 动画
                        ;
                                ;
                            ","麦兜故事, / 麥兜故事",8.5,麦兜是一只很哲学的猪。 
"
                            导演: 米歇尔·冈瑞 Michel Gondry   主演: 金·凯瑞 Jim Carrey / 凯特·温...;
                            2004 / 美国 / 剧情 爱情 奇幻
                        ;
                                ;
                            ","暖暖内含光, / Eternal Sunshine of the Spotless Mind",8.4,恋爱是一次神经的冒险。就算失去记忆，也会爱上你。
"
                            导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke / 乌玛...;
                            1997 / 美国 / 剧情 科幻
                        ;
                                ;
                            ","千钧一发, / Gattaca",8.7,一部能引人思考的科幻励志片。
"
                            导演: 约翰·卡尼 John Carney   主演: 格伦·汉塞德 Glen Hansard / 玛可塔...;
                            2007 / 爱尔兰 / 剧情 音乐 爱情
                        ;
                                ;
                            ","曾经, / Once",8.3,有些幸福无关爱情。
"
                            导演: 罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson / 摩根...;
                            2007 / 美国 / 冒险 喜剧 剧情
                        ;
                                ;
                            ","遗愿清单, / The Bucket List",8.5,用剩余不多的时间，去燃烧整个生命。
"
                            导演: 罗伯特·泽米吉斯 Robert Zemeckis   主演: 汤姆·汉克斯 Tom Hanks / ...;
                            2000 / 美国 / 冒险 剧情
                        ;
                                ;
                            ","荒岛余生, / Cast Away",8.5,一个人的独角戏。
"
                            导演: 是枝裕和 Hirokazu Koreeda   主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...;
                            2008 / 日本 / 剧情 家庭
                        ;
                                ;
                            ","步履不停, / 歩いても 歩いても",8.8,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。
"
                            导演: 菲利普·穆伊尔 Philippe Muyl   主演: 米歇尔·塞罗 Michel Serrault ...;
                            2002 / 法国 / 剧情 儿童 喜剧
                        ;
                                ;
                            ","蝴蝶, / Le Papillon",8.6,我们长途跋涉寻找的东西，有可能一直就在身边。 
"
                            导演: 詹姆斯·沃德·布柯特 James Ward Byrkit   主演: 艾米丽·芭尔多尼 Em...;
                            2013 / 美国 英国 / 科幻 悬疑 惊悚
                        ;
                                ;
                            ","彗星来的那一夜, / Coherence",8.4,小成本大魅力。
"
                            导演: 汉内斯·赫尔姆 Hannes Holm   主演: 罗夫·拉斯加德 Rolf Lassgård...;
                            2015 / 瑞典 / 剧情
                        ","一个叫欧维的男人决定去死, / En man som heter Ove",8.7,
"
                            导演: Laurent Tirard   主演: 马克西姆·戈达尔 Maxime Godart / 瓦莱丽·勒...;
                            2009 / 法国 比利时 / 儿童 喜剧 家庭
                        ;
                                ;
                            ","巴黎淘气帮, / Le petit Nicolas",8.6,四百击的反面。
"
                            导演: 秋昌民 Chang-min Choo   主演: 宋在河 Jae-ho Song / 李顺载 Soon-jae...;
                            2011 / 韩国 / 剧情 爱情
                        ;
                                ;
                            ","我爱你, / 그대를 사랑합니다",9.0,你要相信，这世上真的有爱存在，不管在什么年纪 
"
                            导演: 邓肯·琼斯 Duncan Jones   主演: 山姆·洛克威尔 Sam Rockwell / 凯文...;
                            2009 / 英国 / 剧情 科幻 悬疑
                        ;
                                ;
                            ","月球, / Moon",8.5,2009媲美《第九区》的又一部科幻神作。
"
                            导演: Kevin Costner   主演: Kevin Costner / Mary McDonnell / Graham Greene;
                            1990 / 美国 / 冒险 剧情 西部
                        ;
                                ;
                            ","与狼共舞, / Dances with Wolves",8.9,充满诗意与情怀的史诗作品。 
"
                            导演: 盖·里奇 Guy Ritchie   主演: 布拉德·皮特 Brad Pitt / 本尼西奥·德...;
                            2000 / 英国 美国 / 喜剧 犯罪
                        ;
                                ;
                            ","偷拐抢骗, / Snatch",8.5,典型盖·里奇式的英国黑色幽默黑帮片。
"
                            导演: 大卫·贾柏 David Gelb   主演: 小野二郎  Jiro Ono / 小野祯一 Yoshik...;
                            2011 / 美国 / 纪录片
                        ;
                                ;
                            ","寿司之神, / Jiro Dreams of Sushi",8.8,仪式主义的狂欢，偏执狂的完胜。
"
                            导演: 尼尔·乔丹 Neil Jordan   主演: 布拉德·皮特 Brad Pitt / 汤姆·克鲁...;
                            1994 / 美国 / 剧情 奇幻 惊悚
                        ;
                                ;
                            ","夜访吸血鬼, / Interview with the Vampire: The Vampire Chronicles",8.3,弥漫淡淡血腥气的优雅。
